id,name,name_en,name_ms,amenity,man_made,shop,tourism,opening_hours,beds,rooms,addr_full,addr_housenumber,addr_street,addr_city,source,adm0_pcode,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,adm3_pcode,adm3_name,adm4_pcode,adm4_name,name_latin,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13732044226,Kingston,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kingston,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4661609471,Kingston Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kingston Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10883802092,KK Hotel,KK Hotel,,,,,hotel,,,,,126,Jalan Pahang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,KK Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8539300807,KLoé,KLoé,KLoé,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,KLoé,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8567985949,Kok Bin,Kok Bin,Kok Bin,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kok Bin,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8567891785,Kok Ping,Kok Ping,Kok Ping,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kok Ping,,,,,,,,,,,,,,,,,,,,,,,,,,
way/765753829,Komune Living,Komune Living,,,,,hotel,,,,,20,Jalan Kerinchi Kiri 3,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Komune Living,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4706489159,Koptown Hotel,Koptown Hotel,,,,,hotel,,,,,,Jalan Pantai Baharu,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Koptown Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8567895820,Kuala Lumpur International Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Kuala Lumpur International Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4663075027,LaComme Inn,,,,,,hotel,,,98,,12,Jalan Angsoka,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,LaComme Inn,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12901933881,Lantern Hotel,,,,,,hotel,,,,,38,Jalan Petaling,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lantern Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4829212288,Lavana,Lavana,,,,,hotel,,,,,2,Jalan Hang Kasturi,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lavana,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9738866180,Lazdana Hotel Kuala Lumpur,,,,,,hotel,,,,,61,Jalan Putra,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lazdana Hotel Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3729072551,Le Apple Boutique,Le Apple Boutique,,,,,hotel,,,,,42,Jalan Sultan Ismail,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Le Apple Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1635661887,Le Méridien Kuala Lumpur,Le Méridien Kuala Lumpur,,,,,hotel,,,420,,2,Jalan Stesen Sentral,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Le Méridien Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12064277113,Le Quadri Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Le Quadri Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10821167250,Le Ruiz,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Le Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4736766842,Leo Leisure,Leo Leisure,,,,,hotel,,,,,,Jalan Hang Kasturi,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Leo Leisure,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5628067221,Leo Leisure Hotel,,,,,,hotel,,,,,,Jalan Tun H.S. Lee,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Leo Leisure Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7170704314,Leo Palace Hotel @ PWTC,Leo Palace Hotel @ PWTC,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Leo Palace Hotel @ PWTC,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11118811815,Living At Dsulaiman,Living At Dsulaiman,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Living At Dsulaiman,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10201060494,Lloyd's Inn Kuala Lumpur (Lloyd's Inn KL),Lloyd's Inn Kuala Lumpur (Lloyd's Inn KL),,,,,hotel,,,110,,25,"Jalan Kamuning, Imbi",Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lloyd's Inn Kuala Lumpur (Lloyd's Inn KL),,,,,,,,,,,,,,,,,,,,,,,,,,
node/4400794167,Lodge Paradize Hotel,,,,,,hotel,,,,,2,Jalan Tengah,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lodge Paradize Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4688178208,Lotus Family,,,,,,hotel,,,,,281,Jalan Tuanku Abdul Rahman,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lotus Family,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10692433398,Lotus Hotel,Lotus Hotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lotus Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4186767146,Lotus Hotel,,,,,,hotel,,,,,250,Jalan Tun Sambanthan,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Lotus Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1273851798,lyf Chinatown Kuala Lumpur,lyf Chinatown Kuala Lumpur,,,,,hotel,,,,,13,Jalan Raja Chulan,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,lyf Chinatown Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13157641037,M Design Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,M Design Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10968603960,M Hotel,,,,,,hotel,,,,,5,Jalan Medan Tuanku,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,M Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
way/828536841,M Resort & Hotel,M Resort & Hotel,,,,,hotel,,,,,,Jalan KGPA,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,M Resort & Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11292481062,M&M Hotel,,,,,,hotel,,,,,20,Jalan Thambipillay,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,M&M Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6022677431,Mah Lanu,Mah Lanu,Mah Lanu,,,,hotel,,,22,,464,Jalan Tuanku Abdul Rahman,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Mah Lanu,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10941968863,Maha Empire,Maha Empire,,,,,hotel,,,,,33,Jalan Ampang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Maha Empire,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11063370536,Mana Mana Hospitality,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Mana Mana Hospitality,,,,,,,,,,,,,,,,,,,,,,,,,,
way/681828692,Mandarin Court,Mandarin Court,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Mandarin Court,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5792437253,Mandarin Oriental Kuala Lumpur,Mandarin Oriental Kuala Lumpur,Mandarin Oriental Kuala Lumpur,,,,hotel,,,632,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Mandarin Oriental Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11889257008,Manhattan Business Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Manhattan Business Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5793878830,Manhattan Business Hotel TTDI,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Manhattan Business Hotel TTDI,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7602084572,Marvellous D28,Marvellous D28,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Marvellous D28,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4226589896,Melange Boutique Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Melange Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8567985952,Merdeka,,Merdeka,,,,hotel,,,,,54&56,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Merdeka,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4058230505,Metro,Metro,Metro,,,,hotel,,,,,208,Jalan Pudu,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Metro,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4583453792,Metro Hotel @ KL Sentral,Metro Hotel @ KL Sentral,,,,,hotel,,,,,3,Jalan Thambipillay,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Metro Hotel @ KL Sentral,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4286650813,Metrostar,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Metrostar,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3110901892,MiCasa All Suite Hotel,,,,,,hotel,,,,,368B,Jalan Tun Razak,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MiCasa All Suite Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7308426062,Midtown Villa,Midtown Villa,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Midtown Villa,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5785176689,Mirama,Mirama,Mirama,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Mirama,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4229103790,Mizie Hotel,Caspo,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Caspo,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4286639514,MK Inn Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MK Inn Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7136745985,Momo's Kuala Lumpur,Momo's Kuala Lumpur,,,,,hotel,,,,,,Jalan Tuanku Abdul Rahman,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Momo's Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
way/708742098,MOV Hotel,,,,,,hotel,,,,,,Jalan Berangan,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MOV Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12550819398,Moxy,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Moxy,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9903396584,MPalace Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MPalace Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10867090275,MS Boutique Hotel,,,,,,hotel,,,,,89,Medan Bunus,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MS Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10742972410,MS City Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MS City Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11583910285,My Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,My Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4809881590,My Hotel @ Brickfields,,,,,,hotel,,,,,68,Jalan Padang Belia,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,My Hotel @ Brickfields,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4661609470,My Hotel @ Bukit Bintang,My Hotel @ Bukit Bintang,,,,,hotel,,,,,120,Jalan Pudu,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,My Hotel @ Bukit Bintang,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3307418506,My Hotel @ KL Sentral,My Hotel @ KL Sentral,,,,,hotel,,,,,51-53,Jalan Thambipillay,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,My Hotel @ KL Sentral,,,,,,,,,,,,,,,,,,,,,,,,,,
node/945162649,MyHotel,MyHotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,MyHotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5013315822,New Eastern,New Eastern,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,New Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12299515802,NN Hotel KLCC,,,,,,hotel,,,,,8,"Mercu Summer Suites, 8, Jalan Cendana, Kampung Baru, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malasia",,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,NN Hotel KLCC,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12965648237,No One Lodge,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,No One Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,
way/201436652,Nouvelle Hotel,Nouvelle Hotel,,,,,hotel,,,,,,,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Nouvelle Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5274279173,Novotel,Novotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Novotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4186748681,Nu Hotel,Nu Hotel,,,,,hotel,,,,,37,Jalan Thambipillay,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Nu Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10212261378,NZ Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,NZ Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11821042572,OA The Factory at Bukit Bintang,OA The Factory at Bukit Bintang,,,,,hotel,,,,,4th floor,Jalan Bukit Bintang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OA The Factory at Bukit Bintang,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1658676264,Oakwood,Oakwood,,,,,hotel,,,,,222,Jalan Ampang,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Oakwood,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12102017015,One Enigma Hotel,,,,,,hotel,,,,,172&174,Jalan 1/64,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,One Enigma Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1018447960,One World Hotel,One World Hotel,,,,,hotel,,,,,,,Petaling Jaya,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,One World Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5106607621,One18 Boutique Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,One18 Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12037033086,One-Stop Residence Hotel & Office,One-Stop Residence Hotel & Office,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,One-Stop Residence Hotel & Office,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6174784915,Orion Design Hotel,Orion Design Hotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Orion Design Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3092075897,Orkid Hills Hotel,Orkid Hills Hotel,,,,,hotel,,,,,300,Jalan Pudu,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Orkid Hills Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7281507924,Oyo,Oyo,Oyo,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Oyo,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5649722822,OYO 321 Hotel D'Elegant,OYO 321 Hotel D'Elegant,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 321 Hotel D'Elegant,,,,,,,,,,,,,,,,,,,,,,,,,,
way/688233928,OYO 466 Home Studio Expressionz,OYO 466 Home Studio Expressionz,,,,,hotel,,,,,,Jalan 2/65A,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 466 Home Studio Expressionz,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7489735659,OYO 486 Victory 2 Boutique Hotel,OYO 486 Victory 2 Boutique Hotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 486 Victory 2 Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12116672660,OYO 89652 Bjorn Boutique Hotel,,,,,,hotel,,,,,24-Feb,Jalan 5/109F,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 89652 Bjorn Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12276866985,OYO 90160 Kl City Lodge,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 90160 Kl City Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10867841605,OYO 90780 J Hotel Bukit Bintang,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 90780 J Hotel Bukit Bintang,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10861872305,OYO 90780 J Hotel Bukit Bintang,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO 90780 J Hotel Bukit Bintang,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4740267223,OYO Comfort Hotel,OYO Comfort Hotel,,,,,hotel,,,,,233,Jalan Sultan Azlan Shah,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO Comfort Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6776264871,OYO Dynamic Hotel,OYO Dynamic Hotel,,,,,hotel,,,,,,Jalan Sultan Azlan Shah,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO Dynamic Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6368668385,Oyo Hotel KL Centre Point,Oyo 552 KL Central,,,,,hotel,,,,,56,Jalan Hang Kasturi,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Oyo 552 KL Central,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6776264874,OYO Lahore,OYO Lahore,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO Lahore,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7714286528,OYO My Home Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO My Home Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7653640473,OYO My Home Hotel,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,OYO My Home Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
way/28224160,Pacific Express Hotel Central Market,Pacific Express Hotel Central Market,,,,,hotel,,,,,,Jalan Hang Kasturi,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pacific Express Hotel Central Market,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11583800572,Pacific Express Hotel Chinatown,,,,,,hotel,,,,,,Jalan Tun Tan Cheng Lock,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pacific Express Hotel Chinatown,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3340727305,Pacific Regency Hotel Apartments,Pacific Regency Hotel Apartments,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pacific Regency Hotel Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4286639513,Palace,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Palace,,,,,,,,,,,,,,,,,,,,,,,,,,
way/133992206,Palace of the Golden Horses Hotel,Palace of the Golden Horses Hotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Palace of the Golden Horses Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9946288714,Pan Pacific Serviced Suites Kuala Lumpur,Pan Pacific Serviced Suites Kuala Lumpur,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pan Pacific Serviced Suites Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12116439673,Park Hyatt Kuala Lumpur,,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Park Hyatt Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1543767734,PARKROYAL COLLECTION Kuala Lumpur,PARKROYAL COLLECTION Kuala Lumpur,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,PARKROYAL COLLECTION Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11584361945,PARKROYAL Serviced Suites Kuala Lumpur,,,,,,hotel,,,,,1,Jalan Nagasari,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,PARKROYAL Serviced Suites Kuala Lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5591267528,Pavilion Hotel,Pavilion Hotel,Pavilion Hotel,,,,hotel,,,,,170,Jalan Bukit Bintang,Kuala Lumpur,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pavilion Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2358171918,Pearl Point International Hotel,Pearl Point International Hotel,,,,,hotel,,,,,,,,,MYS,Malaysia,MY04,W.P. Kuala Lumpur,MY0401,WP. Kuala Lumpur,,,,,Pearl Point International Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,
